"ID","Restraint","Injury"
345376,"Lap-Only Belt","Non-incapacitating"
335392,"No Restraint","No Injury"
607122,"No Restraint","Fatal"
897723,"No Restraint","Possible Injury"
453151,"No Restraint","Incapacitating"
919928,"Car Seat","No Injury"
680727,"No Restraint","Incapacitating"
330825,"Car Seat","Possible Injury"
755846,"Lap and Shoulder Belt","Possible Injury"
444217,"No Restraint","Fatal"
582846,"No Restraint","Fatal"
909565,"No Restraint","Fatal"
498539,"Lap-Only Belt","Possible Injury"
943112,"No Restraint","Fatal"
574429,"Car Seat","Fatal"
240890,"No Restraint","Incapacitating"
902280,"Car Seat","Incapacitating"
268623,"Car Seat","Non-incapacitating"
251954,"No Restraint","Possible Injury"
678350,"Lap-Only Belt","Incapacitating"
140956,"Car Seat","Non-incapacitating"
587306,"Car Seat","No Injury"
558549,"Lap and Shoulder Belt","Possible Injury"
605015,"Car Seat","Incapacitating"
300373,"Lap-Only Belt","No Injury"
420883,"No Restraint","Incapacitating"
990823,"Lap and Shoulder Belt","No Injury"
587119,"Lap and Shoulder Belt","No Injury"
530444,"Car Seat","Non-incapacitating"
652973,"Lap and Shoulder Belt","Fatal"
187800,"No Restraint","Possible Injury"
727508,"No Restraint","Fatal"
673120,"No Restraint","Incapacitating"
102373,"No Restraint","Fatal"
924741,"Lap-Only Belt","No Injury"
758969,"Car Seat","Possible Injury"
520371,"Lap and Shoulder Belt","Non-incapacitating"
202926,"Lap-Only Belt","Possible Injury"
208135,"No Restraint","Incapacitating"
283441,"No Restraint","Fatal"
277920,"No Restraint","No Injury"
553702,"No Restraint","Incapacitating"
216478,"Car Seat","Non-incapacitating"
826920,"Car Seat","Possible Injury"
220953,"No Restraint","Non-incapacitating"
527874,"No Restraint","Possible Injury"
621608,"No Restraint","Fatal"
266078,"Car Seat","Possible Injury"
476764,"Lap-Only Belt","Non-incapacitating"
908239,"Lap-Only Belt","No Injury"
641821,"Lap and Shoulder Belt","Fatal"
928454,"Lap and Shoulder Belt","Incapacitating"
267421,"Car Seat","No Injury"
877727,"No Restraint","Non-incapacitating"
388135,"Lap and Shoulder Belt","Fatal"
261813,"Car Seat","Fatal"
177721,"No Restraint","Incapacitating"
135863,"Car Seat","Incapacitating"
853360,"Lap and Shoulder Belt","No Injury"
663791,"Car Seat","Incapacitating"
156401,"Lap-Only Belt","Fatal"
191811,"No Restraint","Fatal"
609622,"Lap-Only Belt","Possible Injury"
669339,"No Restraint","Fatal"
103595,"Lap and Shoulder Belt","Possible Injury"
863749,"No Restraint","Incapacitating"
158245,"No Restraint","Possible Injury"
178506,"Lap and Shoulder Belt","Non-incapacitating"
471749,"Lap-Only Belt","Non-incapacitating"
109057,"Lap-Only Belt","Incapacitating"
884702,"Car Seat","Fatal"
134751,"Lap-Only Belt","Non-incapacitating"
480722,"Lap and Shoulder Belt","Fatal"
978322,"Car Seat","Fatal"
372020,"Car Seat","Incapacitating"
380879,"No Restraint","Fatal"
449193,"Car Seat","Incapacitating"
922633,"No Restraint","Fatal"
624594,"Car Seat","Non-incapacitating"
244795,"Car Seat","Non-incapacitating"
879378,"Car Seat","Possible Injury"
816980,"No Restraint","Possible Injury"
737892,"Car Seat","No Injury"
797148,"No Restraint","Non-incapacitating"
486159,"No Restraint","Fatal"
597032,"Lap and Shoulder Belt","No Injury"
112321,"Lap and Shoulder Belt","No Injury"
647626,"Lap and Shoulder Belt","No Injury"
183202,"Lap and Shoulder Belt","No Injury"
737940,"Lap-Only Belt","Non-incapacitating"
799246,"No Restraint","Possible Injury"
817461,"No Restraint","Fatal"
677316,"Car Seat","Non-incapacitating"
481918,"Lap and Shoulder Belt","Incapacitating"
383745,"Lap-Only Belt","Incapacitating"
261011,"Lap-Only Belt","Incapacitating"
208601,"Car Seat","Fatal"
107765,"Car Seat","No Injury"
275992,"Car Seat","Incapacitating"
441694,"Lap and Shoulder Belt","Fatal"
265950,"Lap-Only Belt","Fatal"
513092,"No Restraint","Incapacitating"
713975,"No Restraint","Fatal"
428663,"No Restraint","Fatal"
396767,"No Restraint","Fatal"
680480,"Lap and Shoulder Belt","No Injury"
361907,"Car Seat","No Injury"
283088,"No Restraint","Possible Injury"
552760,"Lap-Only Belt","Incapacitating"
754274,"Lap-Only Belt","Non-incapacitating"
918065,"Lap-Only Belt","Fatal"
534302,"Car Seat","Possible Injury"
206771,"Lap and Shoulder Belt","No Injury"
699814,"Lap and Shoulder Belt","Possible Injury"
610975,"Car Seat","No Injury"
847158,"No Restraint","Fatal"
797406,"No Restraint","Incapacitating"
361255,"Lap-Only Belt","Fatal"
600526,"No Restraint","Incapacitating"
393326,"No Restraint","Incapacitating"
732036,"No Restraint","Fatal"
446762,"No Restraint","Fatal"
348957,"Lap-Only Belt","Fatal"
278477,"Lap and Shoulder Belt","Possible Injury"
245396,"No Restraint","Fatal"
516010,"Lap-Only Belt","Incapacitating"
903267,"No Restraint","Non-incapacitating"
510480,"No Restraint","Incapacitating"
582324,"No Restraint","No Injury"
315213,"No Restraint","Fatal"
232287,"No Restraint","No Injury"
190501,"No Restraint","Fatal"
711177,"Lap-Only Belt","Non-incapacitating"
383006,"Lap-Only Belt","No Injury"
239255,"No Restraint","Fatal"
371110,"Car Seat","Fatal"
934581,"Lap-Only Belt","No Injury"
545767,"No Restraint","Incapacitating"
808719,"No Restraint","Incapacitating"
960172,"Lap and Shoulder Belt","Non-incapacitating"
908455,"No Restraint","Possible Injury"
760074,"Lap and Shoulder Belt","Non-incapacitating"
556140,"Lap and Shoulder Belt","No Injury"
270633,"No Restraint","Incapacitating"
475955,"No Restraint","Possible Injury"
471499,"No Restraint","Incapacitating"
216998,"Car Seat","Non-incapacitating"
312634,"No Restraint","Incapacitating"
590440,"No Restraint","Incapacitating"
462261,"Car Seat","Fatal"
248683,"No Restraint","Fatal"
698027,"Lap and Shoulder Belt","Fatal"
563125,"Lap-Only Belt","Non-incapacitating"
655490,"No Restraint","Incapacitating"
391393,"Lap and Shoulder Belt","Incapacitating"
979532,"No Restraint","Incapacitating"
158095,"No Restraint","Incapacitating"
477721,"Lap-Only Belt","Incapacitating"
678248,"No Restraint","Incapacitating"
959142,"Lap and Shoulder Belt","Non-incapacitating"
875343,"No Restraint","No Injury"
282330,"Car Seat","Non-incapacitating"
444789,"No Restraint","Fatal"
730813,"No Restraint","No Injury"
602512,"Lap-Only Belt","Non-incapacitating"
398938,"No Restraint","Incapacitating"
133538,"No Restraint","Fatal"
598438,"Lap and Shoulder Belt","Fatal"
773957,"Car Seat","No Injury"
788150,"No Restraint","Incapacitating"
557764,"No Restraint","Incapacitating"
574763,"No Restraint","Incapacitating"
731303,"No Restraint","Fatal"
704595,"Car Seat","Non-incapacitating"
118029,"No Restraint","Fatal"
749766,"No Restraint","Incapacitating"
626199,"Car Seat","Incapacitating"
409431,"Car Seat","Incapacitating"
789639,"No Restraint","Incapacitating"
117430,"Lap and Shoulder Belt","Non-incapacitating"
415036,"No Restraint","Incapacitating"
755942,"Lap-Only Belt","No Injury"
857469,"No Restraint","Incapacitating"
980084,"Car Seat","Possible Injury"
291141,"No Restraint","Incapacitating"
449332,"Car Seat","Non-incapacitating"
493775,"No Restraint","Non-incapacitating"
564965,"Lap-Only Belt","Non-incapacitating"
446095,"Car Seat","Non-incapacitating"
308682,"No Restraint","Incapacitating"
991856,"Lap-Only Belt","Incapacitating"
380052,"No Restraint","Incapacitating"
343100,"No Restraint","Incapacitating"
228117,"Lap-Only Belt","Incapacitating"
884726,"Car Seat","No Injury"
292321,"Lap and Shoulder Belt","Fatal"
627731,"No Restraint","Incapacitating"
838780,"No Restraint","Fatal"
697271,"Lap-Only Belt","Non-incapacitating"
919942,"No Restraint","Possible Injury"
823455,"No Restraint","Incapacitating"
889722,"Car Seat","Incapacitating"
799247,"No Restraint","Fatal"
862239,"No Restraint","Fatal"
798731,"Car Seat","Fatal"
270559,"No Restraint","Fatal"
601912,"No Restraint","Incapacitating"
834277,"No Restraint","Incapacitating"
872903,"Car Seat","Fatal"
874709,"No Restraint","Fatal"
979932,"No Restraint","Fatal"
117540,"No Restraint","Incapacitating"
281300,"No Restraint","Incapacitating"
631743,"No Restraint","Possible Injury"
258322,"Car Seat","Possible Injury"
812218,"No Restraint","Fatal"
217089,"No Restraint","Incapacitating"
650296,"Lap-Only Belt","No Injury"
309928,"Car Seat","Incapacitating"
838010,"No Restraint","Fatal"
249284,"No Restraint","Incapacitating"
270658,"Car Seat","No Injury"
351713,"No Restraint","No Injury"
892118,"Lap and Shoulder Belt","Possible Injury"
476035,"Car Seat","No Injury"
332201,"No Restraint","Possible Injury"
903535,"No Restraint","Incapacitating"
878563,"No Restraint","Incapacitating"
971897,"Lap and Shoulder Belt","Possible Injury"
929918,"No Restraint","Fatal"
597229,"No Restraint","Incapacitating"
256427,"No Restraint","No Injury"
125296,"Lap and Shoulder Belt","Non-incapacitating"
832230,"No Restraint","Non-incapacitating"
268839,"Lap and Shoulder Belt","Non-incapacitating"
621905,"No Restraint","Incapacitating"
518233,"No Restraint","Fatal"
952698,"Lap-Only Belt","Fatal"
917951,"Lap and Shoulder Belt","Non-incapacitating"
406720,"No Restraint","No Injury"
659659,"No Restraint","No Injury"
645987,"No Restraint","No Injury"
521770,"No Restraint","Incapacitating"
117878,"No Restraint","Fatal"
705966,"No Restraint","No Injury"
537143,"No Restraint","Fatal"
479108,"Lap-Only Belt","No Injury"
189800,"Car Seat","Non-incapacitating"
756575,"Lap and Shoulder Belt","Incapacitating"
504644,"No Restraint","Possible Injury"
212001,"Lap-Only Belt","No Injury"
763575,"No Restraint","Fatal"
667264,"Car Seat","Possible Injury"
266173,"No Restraint","No Injury"
684727,"No Restraint","Incapacitating"
760024,"No Restraint","No Injury"
504225,"Car Seat","Non-incapacitating"
960833,"No Restraint","Incapacitating"
580247,"No Restraint","Fatal"
487679,"No Restraint","Fatal"
407735,"Lap-Only Belt","Non-incapacitating"
364887,"Lap-Only Belt","Incapacitating"
917659,"No Restraint","Fatal"
385915,"Car Seat","Non-incapacitating"
710112,"No Restraint","Fatal"
834111,"No Restraint","Possible Injury"
778492,"Lap-Only Belt","Non-incapacitating"
387782,"Car Seat","Possible Injury"
400061,"No Restraint","Fatal"
622349,"No Restraint","No Injury"
814917,"Car Seat","Incapacitating"
396481,"Lap-Only Belt","Incapacitating"
558523,"No Restraint","Fatal"
966104,"Car Seat","Possible Injury"
831029,"Lap-Only Belt","Fatal"
298607,"No Restraint","Fatal"
808168,"Car Seat","No Injury"
750698,"Lap and Shoulder Belt","Incapacitating"
326352,"Car Seat","Fatal"
298789,"No Restraint","No Injury"
640143,"Lap-Only Belt","Non-incapacitating"
239583,"Lap-Only Belt","Non-incapacitating"
532711,"Lap-Only Belt","Incapacitating"
701345,"No Restraint","Fatal"
999475,"Lap and Shoulder Belt","Fatal"
400745,"Lap and Shoulder Belt","Fatal"
811385,"Lap-Only Belt","Non-incapacitating"
747338,"No Restraint","Fatal"
356944,"Lap and Shoulder Belt","Fatal"
399457,"No Restraint","Possible Injury"
867919,"No Restraint","Possible Injury"
984538,"Lap and Shoulder Belt","Fatal"
222330,"Lap-Only Belt","Non-incapacitating"
279471,"No Restraint","Incapacitating"
159070,"Car Seat","Non-incapacitating"
926021,"No Restraint","Incapacitating"
546711,"No Restraint","Possible Injury"
910938,"Car Seat","Non-incapacitating"
165930,"No Restraint","Fatal"
688051,"No Restraint","Fatal"
637795,"No Restraint","Incapacitating"
430115,"Car Seat","Possible Injury"
127481,"Lap-Only Belt","Incapacitating"
275326,"Lap and Shoulder Belt","Incapacitating"
932145,"Car Seat","Fatal"
881325,"No Restraint","Fatal"
992282,"No Restraint","Incapacitating"
168913,"Car Seat","No Injury"
162854,"No Restraint","Incapacitating"
767463,"No Restraint","Fatal"
146799,"No Restraint","Possible Injury"
806867,"No Restraint","Incapacitating"
706852,"Lap and Shoulder Belt","Possible Injury"
912531,"Lap and Shoulder Belt","Incapacitating"
105278,"No Restraint","Incapacitating"
120546,"No Restraint","Fatal"
795653,"Car Seat","Non-incapacitating"
590407,"No Restraint","Fatal"
936569,"Car Seat","Fatal"
793967,"Lap and Shoulder Belt","No Injury"
133813,"Car Seat","No Injury"
280975,"Car Seat","Fatal"
448242,"Car Seat","Non-incapacitating"
118908,"Car Seat","Fatal"
230075,"Lap-Only Belt","No Injury"
160072,"No Restraint","Incapacitating"
564076,"Lap and Shoulder Belt","Possible Injury"
210443,"Lap and Shoulder Belt","Incapacitating"
794792,"No Restraint","Fatal"
960731,"Lap-Only Belt","Non-incapacitating"
684445,"No Restraint","Incapacitating"
351446,"Lap and Shoulder Belt","Incapacitating"
457342,"Car Seat","Incapacitating"
757379,"No Restraint","No Injury"
786917,"Lap-Only Belt","Non-incapacitating"
984833,"No Restraint","Incapacitating"
604677,"Lap and Shoulder Belt","No Injury"
537874,"No Restraint","Incapacitating"
590323,"Lap-Only Belt","No Injury"
984379,"Car Seat","Non-incapacitating"
843306,"Car Seat","Fatal"
686284,"No Restraint","Fatal"
784778,"Car Seat","Fatal"
895033,"Car Seat","Non-incapacitating"
718008,"Lap and Shoulder Belt","Fatal"
951196,"No Restraint","Incapacitating"
795287,"Lap-Only Belt","Non-incapacitating"
123421,"Lap and Shoulder Belt","No Injury"
602398,"No Restraint","Fatal"
257916,"No Restraint","Possible Injury"
606893,"No Restraint","Possible Injury"
857909,"No Restraint","Fatal"
464135,"Car Seat","Fatal"
125363,"Car Seat","No Injury"
661190,"No Restraint","No Injury"
914420,"Car Seat","Incapacitating"
211785,"Car Seat","Fatal"
167776,"No Restraint","No Injury"
710558,"Lap-Only Belt","Incapacitating"
627957,"No Restraint","No Injury"
180165,"Car Seat","Incapacitating"
694977,"Car Seat","Incapacitating"
890073,"Lap-Only Belt","Non-incapacitating"
164676,"Car Seat","Incapacitating"
220585,"Car Seat","Possible Injury"
495848,"Lap-Only Belt","Possible Injury"
144992,"No Restraint","Incapacitating"
836463,"Car Seat","Non-incapacitating"
188729,"Lap and Shoulder Belt","Incapacitating"
125560,"No Restraint","Incapacitating"
356544,"No Restraint","Incapacitating"
120818,"Car Seat","Incapacitating"
222089,"Car Seat","No Injury"
548194,"No Restraint","Incapacitating"
322705,"Car Seat","Non-incapacitating"
880566,"No Restraint","Incapacitating"
264479,"No Restraint","Possible Injury"
289687,"No Restraint","Incapacitating"
541036,"Car Seat","Fatal"
238396,"Lap-Only Belt","Fatal"
647580,"No Restraint","Fatal"
729887,"Car Seat","Non-incapacitating"
689892,"Car Seat","No Injury"
785916,"Car Seat","Non-incapacitating"
374209,"Lap and Shoulder Belt","Non-incapacitating"
741997,"Lap and Shoulder Belt","Incapacitating"
870811,"Car Seat","Fatal"
241002,"No Restraint","Incapacitating"
633835,"No Restraint","Incapacitating"
584344,"No Restraint","Incapacitating"
387667,"No Restraint","Fatal"
392688,"No Restraint","Fatal"
379960,"No Restraint","Possible Injury"
356798,"Lap-Only Belt","Fatal"
631859,"No Restraint","Possible Injury"
159819,"Car Seat","Possible Injury"
878388,"Lap-Only Belt","Possible Injury"
120383,"Car Seat","Incapacitating"
427304,"Car Seat","Fatal"
628142,"Car Seat","Incapacitating"
931449,"Lap and Shoulder Belt","Incapacitating"
127236,"No Restraint","Fatal"
519125,"Lap and Shoulder Belt","No Injury"
860017,"No Restraint","Fatal"
349763,"Lap-Only Belt","No Injury"
424017,"No Restraint","Non-incapacitating"
870274,"Lap and Shoulder Belt","Incapacitating"
195514,"No Restraint","No Injury"
904594,"Car Seat","Non-incapacitating"
614056,"No Restraint","Fatal"
735949,"No Restraint","Incapacitating"
177028,"No Restraint","Incapacitating"
198875,"No Restraint","Fatal"
350684,"Car Seat","Non-incapacitating"
243286,"Lap-Only Belt","No Injury"
526174,"No Restraint","Fatal"
469418,"No Restraint","Incapacitating"
225044,"No Restraint","No Injury"
596561,"No Restraint","Incapacitating"
911963,"No Restraint","Incapacitating"
954078,"Lap-Only Belt","No Injury"
137824,"No Restraint","Incapacitating"
265627,"No Restraint","Incapacitating"
878682,"No Restraint","Incapacitating"
585212,"Car Seat","Possible Injury"
116436,"Car Seat","Incapacitating"
995204,"Car Seat","No Injury"
732604,"Lap-Only Belt","Non-incapacitating"
716932,"No Restraint","Incapacitating"
756126,"No Restraint","Possible Injury"
588392,"Lap-Only Belt","Fatal"
838481,"No Restraint","Fatal"
480434,"Car Seat","Incapacitating"
595357,"No Restraint","Incapacitating"
344783,"Car Seat","Incapacitating"
342868,"No Restraint","Possible Injury"
834636,"No Restraint","No Injury"
389435,"No Restraint","Incapacitating"
413070,"No Restraint","Possible Injury"
357347,"No Restraint","Incapacitating"
227949,"Car Seat","Non-incapacitating"
515485,"Lap and Shoulder Belt","Non-incapacitating"
900841,"Car Seat","Non-incapacitating"
660874,"Lap and Shoulder Belt","Incapacitating"
606639,"No Restraint","Fatal"
609937,"Lap-Only Belt","Incapacitating"
729687,"Car Seat","Fatal"
269316,"No Restraint","Fatal"
832977,"No Restraint","Incapacitating"
269554,"No Restraint","Fatal"
206490,"Lap and Shoulder Belt","Possible Injury"
823909,"Car Seat","No Injury"
674160,"No Restraint","Fatal"
573841,"Lap and Shoulder Belt","No Injury"
286027,"No Restraint","Possible Injury"
522680,"Lap-Only Belt","Non-incapacitating"
639923,"Lap and Shoulder Belt","Non-incapacitating"
269571,"No Restraint","Fatal"
950428,"No Restraint","Incapacitating"
605522,"No Restraint","No Injury"
961914,"No Restraint","Fatal"
555976,"No Restraint","Fatal"
177057,"No Restraint","Incapacitating"
675417,"No Restraint","Fatal"
913123,"No Restraint","Fatal"
705387,"No Restraint","Incapacitating"
614591,"No Restraint","Fatal"
212740,"Car Seat","Possible Injury"
959263,"Lap and Shoulder Belt","Non-incapacitating"
632030,"Lap-Only Belt","Possible Injury"
966759,"No Restraint","Fatal"
713766,"Lap and Shoulder Belt","Incapacitating"
281665,"No Restraint","Possible Injury"
